curie	label	clinical_drug_form	rxcui
DRON:00777231	2 ML torsemide 10 MG/ML Injection	DRON:00752345	1729521
DRON:00777232	torsemide 10 MG/ML Injection	DRON:00752345	1729524
DRON:00777233	5 ML torsemide 10 MG/ML Injection	DRON:00752345	1729527
DRON:00777234	remifentanil 2 MG Injection	DRON:00731431	1729584
DRON:00777235	remifentanil 5 MG Injection	DRON:00731431	1729710
DRON:00777236	1 ML chlorpromazine hydrochloride 25 MG/ML Injection	DRON:00752204	1730076
DRON:00777237	chlorpromazine hydrochloride 25 MG/ML Injection	DRON:00752204	1730077
DRON:00777238	methyl salicylate 0.2 MG/MG Topical Gel	DRON:00029309	1730277
DRON:00777239	cisatracurium 2 MG/ML Injection	DRON:00731214	1730197
DRON:00777240	5 ML cisatracurium 2 MG/ML Injection	DRON:00731214	1730194
DRON:00777241	dextromethorphan hydrobromide 2.5 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution	DRON:00022971	1730485
DRON:00777242	1 ML fenoldopam 10 MG/ML Injection	DRON:00752278	1730925
DRON:00777243	fenoldopam 10 MG/ML Injection	DRON:00752278	1730928
DRON:00777244	lesinurad 200 MG Oral Tablet	DRON:00731191	1731036
DRON:00777245	cidofovir 75 MG/ML Injection	DRON:00731189	1731050
DRON:00777246	cisatracurium 10 MG/ML Injection	DRON:00731214	1731056
DRON:00777247	fosaprepitant 115 MG Injection	DRON:00731122	1731075
DRON:00777248	sodium benzoate 100 MG/ML / sodium phenylacetate 100 MG/ML Injection	DRON:00750929	1731069
DRON:00777249	cladribine 1 MG/ML Injection	DRON:00752092	1731086
DRON:00777250	3 ML insulin, regular, human 500 UNT/ML Pen Injector	DRON:00731711	1731315
DRON:00777251	insulin, regular, human 500 UNT/ML Pen Injector	DRON:00731711	1731318
DRON:00777252	dacarbazine 200 MG Injection	DRON:00751031	1731338
DRON:00777253	dacarbazine 100 MG Injection	DRON:00751031	1731340
DRON:00777254	deferoxamine mesylate 2000 MG Injection	DRON:00751980	1731345
DRON:00777255	deferoxamine mesylate 500 MG Injection	DRON:00751980	1731350
DRON:00777256	5 ML cytarabine 20 MG/ML Injection	DRON:00731678	1731355
DRON:00777257	Calcium Carbonate 600 MG / Cholecalciferol 800 UNT Oral Tablet	DRON:00024622	1731503
DRON:00777258	cytarabine 20 MG/ML Injection	DRON:00731678	1731356
DRON:00777259	10 ML morphine sulfate 25 MG/ML Injection	DRON:00752199	1731517
DRON:00777260	morphine sulfate 25 MG/ML Injection	DRON:00752199	1731518
DRON:00777261	20 ML morphine sulfate 25 MG/ML Injection	DRON:00752199	1731522
DRON:00777262	4 ML morphine sulfate 25 MG/ML Injection	DRON:00752199	1731520
DRON:00777263	1 ML morphine sulfate 15 MG/ML Injection	DRON:00752199	1731530
DRON:00777264	morphine sulfate 15 MG/ML Injection	DRON:00752199	1731531
DRON:00777265	isopropyl alcohol 0.7 ML/ML / povidone-iodine 100 MG/ML Medicated Pad	DRON:00032252	1731532
DRON:00777266	20 ML morphine sulfate 50 MG/ML Injection	DRON:00752199	1731537
DRON:00777267	morphine sulfate 50 MG/ML Injection	DRON:00752199	1731538
DRON:00777268	50 ML morphine sulfate 50 MG/ML Injection	DRON:00752199	1731545
DRON:00777269	1 ML glycopyrrolate 0.2 MG/ML Injection	DRON:00752068	1731582
DRON:00777270	glycopyrrolate 0.2 MG/ML Injection	DRON:00752068	1731585
DRON:00777271	benzalkonium chloride 5 MG/ML Medicated Liquid Soap	DRON:00033646	1731737
DRON:00777272	1 ML morphine sulfate liposomal 10 MG/ML Injection	DRON:00751325	1731986
DRON:00777273	morphine sulfate liposomal 10 MG/ML Injection	DRON:00751325	1731988
DRON:00777274	1.5 ML morphine sulfate liposomal 10 MG/ML Injection	DRON:00751325	1731990
DRON:00777275	morphine sulfate 10 MG/ML Injection	DRON:00752199	1731994
DRON:00777276	1 ML morphine sulfate 10 MG/ML Cartridge	DRON:00731700	1731995
DRON:00777277	morphine sulfate 10 MG/ML Cartridge	DRON:00731700	1731996
DRON:00777278	20 ML morphine sulfate 10 MG/ML Injection	DRON:00752199	1731998
DRON:00777279	1 ML morphine sulfate 8 MG/ML Cartridge	DRON:00731700	1732003
DRON:00777280	morphine sulfate 8 MG/ML Cartridge	DRON:00731700	1732004
DRON:00777281	1 ML morphine sulfate 4 MG/ML Injection	DRON:00752199	1732006
DRON:00777282	morphine sulfate 4 MG/ML Injection	DRON:00752199	1732007
DRON:00777283	1 ML morphine sulfate 8 MG/ML Injection	DRON:00752199	1732011
DRON:00777284	morphine sulfate 8 MG/ML Injection	DRON:00752199	1732012
DRON:00777285	1 ML morphine sulfate 4 MG/ML Cartridge	DRON:00731700	1732014
DRON:00777286	1 ML morphine sulfate 5 MG/ML Injection	DRON:00752199	1732136
DRON:00777287	morphine sulfate 5 MG/ML Injection	DRON:00752199	1732137
DRON:00777288	30 ML morphine sulfate 5 MG/ML Injection	DRON:00752199	1732138
DRON:00777289	25 ML epirubicin hydrochloride 2 MG/ML Injection	DRON:00751924	1732182
DRON:00777290	100 ML epirubicin hydrochloride 2 MG/ML Injection	DRON:00751924	1732186
DRON:00777291	epirubicin hydrochloride 2 MG/ML Injection	DRON:00751924	1732184
DRON:00777292	daunorubicin liposomal 2 MG/ML Injection	DRON:00731218	1732354
DRON:00777293	cytarabine liposome 10 MG/ML Injection	DRON:00751168	1732360
DRON:00777294	cytarabine 100 MG/ML Injection	DRON:00731678	1732363
DRON:00777295	cyclosporine 50 MG/ML Injection	DRON:00751902	1732368
DRON:00777296	clonidine hydrochloride 0.1 MG/ML Injection	DRON:00751107	1732374
DRON:00777297	clonidine hydrochloride 0.5 MG/ML Injection	DRON:00751107	1732378
DRON:00777298	morphine 15 MG/ML Prefilled Syringe	DRON:00031787	1732878
DRON:00777299	ammonia 15 MG/ML Topical Lotion	DRON:00752050	1732663
DRON:00777300	zinc oxide 40 MG/ML Topical Spray	DRON:00025968	1733707
DRON:00777301	1 ML morphine sulfate 15 MG/ML Cartridge	DRON:00731700	1733080
DRON:00777302	menthol 10 MG/ML / zinc oxide 40 MG/ML Topical Spray	DRON:00731127	1733853
DRON:00777303	camphor 0.1 MG/MG / menthol 0.103 MG/MG / methyl salicylate 0.154 MG/MG Medicated Patch	DRON:00751546	1733821
DRON:00777304	lidocaine 0.05 MG/MG / petrolatum 0.6 MG/MG Topical Ointment	DRON:00731207	1733859
DRON:00777305	lidocaine 0.05 MG/MG / petrolatum 0.71 MG/MG Rectal Ointment	DRON:00731129	1733863
DRON:00777306	capsaicin 1 MG/ML / lidocaine 40 MG/ML Topical Cream	DRON:00030393	1733864
DRON:00777307	epinephrine hydrochloride 0.0001 MG/MG / lidocaine hydrochloride 0.05 MG/MG Rectal Gel	DRON:00751144	1733890
DRON:00777308	triclosan 2.5 MG/ML Medicated Pad	DRON:00033593	1734033
DRON:00777309	20 ML ropivacaine hydrochloride 10 MG/ML Injection	DRON:00751135	1734084
DRON:00777310	ropivacaine hydrochloride 10 MG/ML Injection	DRON:00751135	1734087
DRON:00777311	10 ML ropivacaine hydrochloride 10 MG/ML Injection	DRON:00751135	1734090
DRON:00777312	10 ML ropivacaine hydrochloride 2 MG/ML Injection	DRON:00751135	1734203
DRON:00777313	ropivacaine hydrochloride 2 MG/ML Injection	DRON:00751135	1734205
DRON:00777314	20 ML ropivacaine hydrochloride 2 MG/ML Injection	DRON:00751135	1734207
DRON:00777315	etoposide 100 MG Injection	DRON:00731131	1734340
DRON:00777316	100 ML ropivacaine hydrochloride 2 MG/ML Injection	DRON:00751135	1734347
DRON:00777317	edetate calcium disodium 200 MG/ML Injection	DRON:00751691	1734353
DRON:00777318	200 ML ropivacaine hydrochloride 2 MG/ML Injection	DRON:00751135	1734355
DRON:00777319	250 ML foscarnet sodium 24 MG/ML Injection	DRON:00751773	1734377
DRON:00777320	foscarnet sodium 24 MG/ML Injection	DRON:00751773	1734380
DRON:00777321	granisetron 0.1 MG/ML Injection	DRON:00731124	1734397
DRON:00777322	500 ML foscarnet sodium 24 MG/ML Injection	DRON:00751773	1734383
DRON:00777323	granisetron 1 MG/ML Injection	DRON:00731124	1734400
DRON:00777324	30 ML ropivacaine hydrochloride 5 MG/ML Injection	DRON:00751135	1734475
DRON:00777325	ropivacaine hydrochloride 5 MG/ML Injection	DRON:00751135	1734477
DRON:00777326	100 ML ropivacaine hydrochloride 5 MG/ML Injection	DRON:00751135	1734479
DRON:00777327	200 ML ropivacaine hydrochloride 5 MG/ML Injection	DRON:00751135	1734481
DRON:00777328	20 ML ropivacaine hydrochloride 5 MG/ML Injection	DRON:00751135	1734483
DRON:00777329	elbasvir 50 MG / grazoprevir 100 MG Oral Tablet	DRON:00751882	1734636
DRON:00777330	ertapenem 1000 MG Injection	DRON:00751994	1734683
DRON:00777331	ephedrine sulfate 50 MG/ML Injection	DRON:00751906	1734680
DRON:00777332	ropivacaine hydrochloride 7.5 MG/ML Injection	DRON:00751135	1734676
DRON:00777333	potassium nitrate 0.03 MG/MG / sodium fluoride 0.00254 MG/MG Toothpaste	DRON:00031210	1734689
DRON:00777334	capsaicin 1.5 MG/ML Topical Oil	DRON:00751770	1734777
DRON:00777335	cyclophosphamide 500 MG Injection	DRON:00731128	1734917
DRON:00777336	cyclophosphamide 1000 MG Injection	DRON:00731128	1734919
DRON:00777337	cyclophosphamide 2000 MG Injection	DRON:00731128	1734921
DRON:00777338	24 HR methylphenidate hydrochloride 30 MG Chewable Extended Release Oral Tablet	DRON:00030294	1734928
DRON:00777339	10 ML acyclovir 50 MG/ML Injection	DRON:00752021	1734932
DRON:00777340	zinc oxide 220 MG/ML Topical Cream	DRON:00026371	1734937
DRON:00777341	20 ML acyclovir 50 MG/ML Injection	DRON:00752021	1734934
DRON:00777342	24 HR methylphenidate 40 MG Chewable Extended Release Oral Tablet	DRON:00030294	1734951
DRON:00777343	2 ML fentanyl 0.05 MG/ML Injection	DRON:00731190	1735003
DRON:00777344	fentanyl 0.05 MG/ML Injection	DRON:00731190	1735004
DRON:00777345	10 ML fentanyl 0.05 MG/ML Injection	DRON:00731190	1735006
DRON:00777346	5 ML fentanyl 0.05 MG/ML Injection	DRON:00731190	1735007
DRON:00777347	20 ML fentanyl 0.05 MG/ML Injection	DRON:00731190	1735008
DRON:00777348	menthol 4.3 MG Oral Lozenge	DRON:00023955	1735132
DRON:00777349	50 ML fentanyl 0.05 MG/ML Injection	DRON:00731190	1735013
DRON:00777350	chlophedianol hydrochloride 25 MG / pyrilamine maleate 50 MG Oral Tablet	DRON:00731273	1735487
DRON:00777351	2 ML somatropin 10 MG/ML Cartridge	DRON:00751931	1735488
DRON:00777352	somatropin 10 MG/ML Cartridge	DRON:00751931	1735491
DRON:00777353	2 ML somatropin 10 MG/ML Pen Injector	DRON:00752303	1735494
DRON:00777354	somatropin 10 MG/ML Pen Injector	DRON:00752303	1735497
DRON:00777355	American cockroach allergenic extract 50 MG/ML / German cockroach allergenic extract 50 MG/ML Injectable Solution	DRON:00033366	1735534
DRON:00777356	2 ML somatropin 5 MG/ML Cartridge	DRON:00751931	1735500
DRON:00777357	2 ML somatropin 5 MG/ML Pen Injector	DRON:00752303	1735536
DRON:00777358	somatropin 5 MG/ML Pen Injector	DRON:00752303	1735538
DRON:00777359	dexlansoprazole 30 MG Disintegrating Oral Tablet	DRON:00752038	1736031
DRON:00777360	levetiracetam 1000 MG Tablet for Oral Suspension	DRON:00775053	1736037
DRON:00777361	levetiracetam 250 MG Tablet for Oral Suspension	DRON:00775053	1736045
DRON:00777362	levetiracetam 500 MG Tablet for Oral Suspension	DRON:00775053	1736048
DRON:00777363	levetiracetam 750 MG Tablet for Oral Suspension	DRON:00775053	1736051
DRON:00777364	1.5 ML somatropin 3.33 MG/ML Pen Injector	DRON:00752303	1736262
DRON:00777365	somatropin 3.33 MG/ML Pen Injector	DRON:00752303	1736264
DRON:00777366	1.5 ML somatropin 3.3 MG/ML Cartridge	DRON:00751931	1736267
DRON:00777367	somatropin 3.3 MG/ML Cartridge	DRON:00751931	1736271
DRON:00777368	1.5 ML somatropin 5.83 MG/ML Cartridge	DRON:00751931	1736296
DRON:00777369	somatropin 5.83 MG/ML Cartridge	DRON:00751931	1736300
DRON:00777370	1.5 ML somatropin 6.67 MG/ML Pen Injector	DRON:00752303	1736329
DRON:00777371	somatropin 6.67 MG/ML Pen Injector	DRON:00752303	1736331
DRON:00777372	1.5 ML somatropin 6.67 MG/ML Cartridge	DRON:00751931	1736337
DRON:00777373	somatropin 6.67 MG/ML Cartridge	DRON:00751931	1736339
DRON:00777374	10 ML eptifibatide 2 MG/ML Injection	DRON:00750940	1736470
DRON:00777375	eptifibatide 2 MG/ML Injection	DRON:00750940	1736473
DRON:00777376	eptifibatide 0.75 MG/ML Injection	DRON:00750940	1736536
DRON:00777377	100 ML eptifibatide 2 MG/ML Injection	DRON:00750940	1736477
DRON:00777378	esmolol hydrochloride 10 MG/ML Injection	DRON:00750974	1736544
DRON:00777379	10 ML esmolol hydrochloride 10 MG/ML Injection	DRON:00750974	1736546
DRON:00777380	esmolol hydrochloride 20 MG/ML Injection	DRON:00750974	1736557
DRON:00777381	eribulin mesylate 0.5 MG/ML Injection	DRON:00751904	1736564
DRON:00777382	ethanolamine oleate 50 MG/ML Injection	DRON:00751526	1736571
DRON:00777383	daunorubicin 5 MG/ML Injection	DRON:00751335	1736582
DRON:00777384	dexrazoxane 250 MG Injection	DRON:00731495	1736585
DRON:00777385	dexrazoxane 500 MG Injection	DRON:00731495	1736590
DRON:00777386	0.5 ML rimabotulinumtoxinB 5000 UNT/ML Injection	DRON:00731195	1736640
DRON:00777387	rimabotulinumtoxinB 5000 UNT/ML Injection	DRON:00731195	1736643
DRON:00777388	2 ML rimabotulinumtoxinB 5000 UNT/ML Injection	DRON:00731195	1736645
DRON:00777389	10 ML oxaliplatin 5 MG/ML Injection	DRON:00731606	1736776
DRON:00777390	oxaliplatin 5 MG/ML Injection	DRON:00731606	1736779
DRON:00777391	20 ML oxaliplatin 5 MG/ML Injection	DRON:00731606	1736781
DRON:00777392	oxaliplatin 100 MG Injection	DRON:00731606	1736786
DRON:00777393	cisplatin 50 MG Injection	DRON:00731125	1736854
DRON:00777394	1 ML paricalcitol 0.005 MG/ML Injection	DRON:00731245	1736919
DRON:00777395	1 ML paricalcitol 0.002 MG/ML Injection	DRON:00731245	1736931
DRON:00777396	paricalcitol 0.005 MG/ML Injection	DRON:00731245	1736922
DRON:00777397	paricalcitol 0.002 MG/ML Injection	DRON:00731245	1736932
DRON:00777398	clindamycin 12 MG/ML Injection	DRON:00731288	1737234
DRON:00777399	clindamycin 6 MG/ML Injection	DRON:00731288	1737242
DRON:00777400	clindamycin 18 MG/ML Injection	DRON:00731288	1737238
DRON:00777401	2 ML clindamycin 150 MG/ML Injection	DRON:00731288	1737244
DRON:00777402	clindamycin 150 MG/ML Injection	DRON:00731288	1737246
DRON:00777403	50 ML lidocaine hydrochloride 5 MG/ML Injection	DRON:00731192	1737343
DRON:00777404	lidocaine hydrochloride 5 MG/ML Injection	DRON:00731192	1737346
DRON:00777405	pamidronate disodium 3 MG/ML Injection	DRON:00731126	1737450
DRON:00777406	10 ML pamidronate disodium 6 MG/ML Injection	DRON:00731126	1737451
DRON:00777407	10 ML pamidronate disodium 9 MG/ML Injection	DRON:00731126	1737453
DRON:00777408	pamidronate disodium 6 MG/ML Injection	DRON:00731126	1737452
DRON:00777409	pamidronate disodium 9 MG/ML Injection	DRON:00731126	1737454
DRON:00777410	pamidronate disodium 60 MG Injection	DRON:00731126	1737457
DRON:00777411	pamidronate disodium 30 MG Injection	DRON:00731126	1737459
DRON:00777412	pamidronate disodium 90 MG Injection	DRON:00731126	1737461
DRON:00777413	100 ML tirofiban 0.05 MG/ML Injection	DRON:00751567	1737466
DRON:00777414	tirofiban 0.05 MG/ML Injection	DRON:00751567	1737469
DRON:00777415	250 ML tirofiban 0.05 MG/ML Injection	DRON:00751567	1737471
DRON:00777416	turoctocog alfa 1 UNT Injection	DRON:00731213	1737559
DRON:00777417	30 ML lidocaine hydrochloride 10 MG/ML Injection	DRON:00731192	1737562
DRON:00777418	lidocaine hydrochloride 10 MG/ML Injection	DRON:00731192	1737564
DRON:00777419	5 ML lidocaine hydrochloride 10 MG/ML Injection	DRON:00731192	1737566
DRON:00777420	2 ML lidocaine hydrochloride 10 MG/ML Injection	DRON:00731192	1737568
DRON:00777421	10 ML lidocaine hydrochloride 10 MG/ML Injection	DRON:00731192	1737570
DRON:00777422	4 ML clindamycin 150 MG/ML Injection	DRON:00731288	1737578
DRON:00777423	6 ML clindamycin 150 MG/ML Injection	DRON:00731288	1737581
DRON:00777424	lidocaine hydrochloride 15 MG/ML Injection	DRON:00731192	1737638
DRON:00777425	10 ML lidocaine hydrochloride 15 MG/ML Injection	DRON:00731192	1737640
DRON:00777426	250 ML lidocaine hydrochloride 8 MG/ML Injection	DRON:00731192	1737723
DRON:00777427	lidocaine hydrochloride 8 MG/ML Injection	DRON:00731192	1737724
DRON:00777428	500 ML lidocaine hydrochloride 8 MG/ML Injection	DRON:00731192	1737735
DRON:00777429	250 ML lidocaine hydrochloride 4 MG/ML Injection	DRON:00731192	1737742
DRON:00777430	lidocaine hydrochloride 50 MG/ML Injection	DRON:00731192	1737741
DRON:00777431	lidocaine hydrochloride 4 MG/ML Injection	DRON:00731192	1737743
DRON:00777432	500 ML lidocaine hydrochloride 4 MG/ML Injection	DRON:00731192	1737744
DRON:00777433	2 ML lidocaine hydrochloride 20 MG/ML Injection	DRON:00731192	1737757
DRON:00777434	lidocaine hydrochloride 20 MG/ML Injection	DRON:00731192	1737759
DRON:00777435	10 ML lidocaine hydrochloride 20 MG/ML Injection	DRON:00731192	1737763
DRON:00777436	lidocaine 0.04 MG/MG Medicated Patch	DRON:00750984	1737778
DRON:00777437	sodium monofluorophosphate 0.0074 MG/MG Toothpaste	DRON:00025419	1737795
DRON:00777438	1 ML methylene blue 10 MG/ML Injection	DRON:00751507	1737850
DRON:00777439	10 ML methylene blue 10 MG/ML Injection	DRON:00751507	1737852
DRON:00777440	methylene blue 10 MG/ML Injection	DRON:00751507	1737851
DRON:00777441	lidocaine hydrochloride 40 MG/ML Injection	DRON:00731192	1737865
DRON:00777442	tacrolimus 5 MG/ML Injection	DRON:00751755	1738338
DRON:00777443	ziconotide acetate 0.025 MG/ML Injection	DRON:00731117	1738350
DRON:00777444	ziconotide acetate 0.1 MG/ML Injection	DRON:00731117	1738355
DRON:00777445	5 ML ziconotide acetate 0.1 MG/ML Injection	DRON:00731117	1738357
DRON:00777446	paroxetine hydrochloride 10 MG Oral Tablet	DRON:00027059	1738483
DRON:00777447	paroxetine hydrochloride 20 MG Oral Tablet	DRON:00027059	1738495
DRON:00777448	paroxetine hydrochloride 30 MG Oral Tablet	DRON:00027059	1738503
DRON:00777449	paroxetine hydrochloride 40 MG Oral Tablet	DRON:00027059	1738511
DRON:00777450	paroxetine mesylate 10 MG Oral Tablet	DRON:00027059	1738515
DRON:00777451	paroxetine mesylate 20 MG Oral Tablet	DRON:00027059	1738519
DRON:00777452	paroxetine mesylate 30 MG Oral Tablet	DRON:00027059	1738523
DRON:00777453	betamethasone 0.5 MG/ML Topical Spray	DRON:00025906	1738536
DRON:00777454	menthol 100 MG/ML / methyl salicylate 120 MG/ML Topical Spray	DRON:00033842	1738566
DRON:00777455	hydrocortisone 10 MG/ML / salicylic acid 30 MG/ML / sulfur 30 MG/ML Topical Cream	DRON:00751070	1738574
DRON:00777456	0.5 ML sumatriptan 6 MG/ML Auto-Injector	DRON:00751151	1738576
DRON:00777457	sumatriptan 6 MG/ML Auto-Injector	DRON:00751151	1738582
DRON:00777458	hydrocortisone 1000 MG Injection	DRON:00731298	1738586
DRON:00777459	hydrocortisone 250 MG Injection	DRON:00731298	1738590
DRON:00777460	hydrocortisone 500 MG Injection	DRON:00731298	1738594
DRON:00777461	carbachol 0.1 MG/ML Injection	DRON:00752289	1738782
DRON:00777462	24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet	DRON:00030611	1738803
DRON:00777463	testosterone undecanoate 250 MG/ML Injection	DRON:00752288	1738788
DRON:00777464	24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet	DRON:00030611	1738805
DRON:00777465	colloidal oatmeal 0.05 MG/MG Topical Ointment	DRON:00033985	1738987
DRON:00777466	physostigmine salicylate 1 MG/ML Injection	DRON:00731232	1739534
DRON:00777467	sumatriptan 11 MG Nasal Powder	DRON:00731252	1739332
DRON:00777468	galsulfase 1 MG/ML Injection	DRON:00751780	1739555
DRON:00777469	5 ML brivaracetam 10 MG/ML Injection	DRON:00750880	1739749
DRON:00777470	brivaracetam 10 MG/ML Injection	DRON:00750880	1739755
DRON:00777471	brivaracetam 10 MG Oral Tablet	DRON:00751071	1739761
DRON:00777472	brivaracetam 100 MG Oral Tablet	DRON:00751071	1739768
DRON:00777473	brivaracetam 25 MG Oral Tablet	DRON:00751071	1739772
DRON:00777474	brivaracetam 50 MG Oral Tablet	DRON:00751071	1739776
DRON:00777475	brivaracetam 75 MG Oral Tablet	DRON:00751071	1739780
DRON:00777476	brivaracetam 10 MG/ML Oral Solution	DRON:00751395	1739785
DRON:00777477	aluminum acetate 0.005 MG/MG Topical Gel	DRON:00751054	1739791
DRON:00777478	uridine triacetate 10000 MG Oral Granules	DRON:00752119	1739794
DRON:00777479	amphetamine 12.5 MG Extended Release Oral Tablet	DRON:00752351	1739810
DRON:00777480	24 HR amphetamine 15.7 MG Extended Release Oral Tablet	DRON:00752351	1739813
DRON:00777481	amphetamine 15.7 MG Extended Release Oral Tablet	DRON:00752351	1739816
DRON:00777482	24 HR amphetamine 18.8 MG Extended Release Oral Tablet	DRON:00752351	1739819
DRON:00777483	amphetamine 18.8 MG Extended Release Oral Tablet	DRON:00752351	1739822
DRON:00777484	24 HR amphetamine 3.1 MG Extended Release Oral Tablet	DRON:00752351	1739825
DRON:00777485	amphetamine 3.1 MG Extended Release Oral Tablet	DRON:00752351	1739828
DRON:00777486	24 HR amphetamine 6.3 MG Extended Release Oral Tablet	DRON:00752351	1739831
DRON:00777487	amphetamine 6.3 MG Extended Release Oral Tablet	DRON:00752351	1739834
DRON:00777488	24 HR amphetamine 9.4 MG Extended Release Oral Tablet	DRON:00752351	1739837
DRON:00777489	amphetamine 9.4 MG Extended Release Oral Tablet	DRON:00752351	1739840
DRON:00777490	pramoxine hydrochloride 10 MG/ML / salicyloyl phytosphingosine 0.5 MG/ML Topical Solution	DRON:00751899	1739844
DRON:00777491	allantoin 5 MG/ML / lidocaine 5 MG/ML Topical Cream	DRON:00731198	1739846
DRON:00777492	camphor 30 MG/ML / menthol 50 MG/ML Topical Spray	DRON:00033626	1739859
DRON:00777493	zinc oxide 190 MG/ML Topical Cream	DRON:00026371	1739866
DRON:00777494	lidocaine hydrochloride 0.036 MG/MG / menthol 0.0125 MG/MG Medicated Patch	DRON:00750909	1739873
DRON:00777495	cefoxitin 100 MG/ML Injectable Solution	DRON:00025439	1739890
DRON:00777496	menthol 10 MG/ML Topical Oil	DRON:00724292	1739888
DRON:00777497	chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML / salicyloyl phytosphingosine 0.4 MG/ML Medicated Pad	DRON:00731287	1739988
DRON:00777498	ciprofloxacin 60 MG/ML Otic Suspension	DRON:00731194	1739997
DRON:00777499	benzalkonium chloride 1.3 MG/ML / benzocaine 50 MG/ML / camphor 30 MG/ML Topical Solution	DRON:00752376	1740245
DRON:00777500	imidocarb dipropionate 120 MG/ML Injectable Solution	DRON:00751045	1740254
DRON:00777501	sarolaner 80 MG Chewable Tablet	DRON:00731696	1740366
DRON:00777502	sarolaner 5 MG Chewable Tablet	DRON:00731696	1740375
DRON:00777503	sarolaner 40 MG Chewable Tablet	DRON:00731696	1740379
DRON:00777504	sarolaner 20 MG Oral Tablet	DRON:00751771	1740384
DRON:00777505	sarolaner 120 MG Chewable Tablet	DRON:00731696	1740389
DRON:00777506	histrelin acetate 0.00208 MG/HR Drug Implant	DRON:00030786	1740433
DRON:00777507	sarolaner 10 MG Chewable Tablet	DRON:00731696	1740393
DRON:00777508	orphenadrine citrate 30 MG/ML Injection	DRON:00731423	1740452
DRON:00777509	ondansetron 0.64 MG/ML Injection	DRON:00731301	1740465
DRON:00777510	2 ML ondansetron 2 MG/ML Injection	DRON:00731301	1740467
DRON:00777511	ondansetron 2 MG/ML Injection	DRON:00731301	1740468
DRON:00777512	tobramycin 0.8 MG/ML Injection	DRON:00751684	1740476
DRON:00777513	tobramycin 1.2 MG/ML Injection	DRON:00751684	1740480
DRON:00777514	2 ML fludarabine phosphate 25 MG/ML Injection	DRON:00751315	1740865
DRON:00777515	fludarabine phosphate 25 MG/ML Injection	DRON:00751315	1740866
DRON:00777516	mitomycin 5 MG Injection	DRON:00751704	1740894
DRON:00777517	mitomycin 40 MG Injection	DRON:00751704	1740898
DRON:00777518	mitomycin 20 MG Injection	DRON:00751704	1740900
DRON:00777519	metoprolol tartrate 1 MG/ML Injection	DRON:00731531	1740913
DRON:00777520	metoclopramide 5 MG/ML Injection	DRON:00751579	1740918
DRON:00777521	methylergonovine maleate 0.2 MG/ML Injection	DRON:00731196	1740923
DRON:00777522	methyldopate hydrochloride 50 MG/ML Injection	DRON:00751570	1740928
DRON:00777523	methocarbamol 100 MG/ML Injection	DRON:00731205	1740946
DRON:00777524	24 HR tofacitinib 11 MG Extended Release Oral Tablet	DRON:00752274	1741046
DRON:00777525	tofacitinib 11 MG Extended Release Oral Tablet	DRON:00752274	1741050
DRON:00777526	ferric carboxymaltose 50 MG/ML Injection	DRON:00731204	1741063
DRON:00777527	ferumoxytol 30 MG/ML Injection	DRON:00751779	1741134
DRON:00777528	10 ML iron sucrose 20 MG/ML Injection	DRON:00731199	1741261
DRON:00777529	iron sucrose 20 MG/ML Injection	DRON:00731199	1741264
DRON:00777530	5 ML iron sucrose 20 MG/ML Injection	DRON:00731199	1741267
DRON:00777531	2.5 ML iron sucrose 20 MG/ML Injection	DRON:00731199	1741270
DRON:00777532	50 ML albumin human, USP 200 MG/ML Injection	DRON:00751947	1741290
DRON:00777533	albumin human, USP 200 MG/ML Injection	DRON:00751947	1741293
DRON:00777534	100 ML albumin human, USP 200 MG/ML Injection	DRON:00751947	1741295
DRON:00777535	100 ML albumin human, USP 250 MG/ML Injection	DRON:00751947	1741380
DRON:00777536	50 ML albumin human, USP 50 MG/ML Injection	DRON:00751947	1741403
DRON:00777537	antihemophilic factor (recombinant) pegylated 1 UNT Injection	DRON:00731213	1741407
DRON:00777538	100 ML albumin human, USP 50 MG/ML Injection	DRON:00751947	1741410
DRON:00777539	cholecalciferol 10000 UNT / menatetrenone 0.1 MG Oral Capsule	DRON:00775046	1741417
DRON:00777540	500 ML albumin human, USP 50 MG/ML Injection	DRON:00751947	1741423
DRON:00777541	acetaminophen 600 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Oral Powder	DRON:00751663	1741526
DRON:00777542	acetaminophen 650 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Powder	DRON:00031762	1741529
DRON:00777543	niacinamide 3 MG/ML / salicylic acid 5 MG/ML Topical Spray	DRON:00751869	1741559
DRON:00777544	20 ML albumin human, USP 250 MG/ML Injection	DRON:00751947	1741570
DRON:00777545	emtricitabine 200 MG / rilpivirine 25 MG / tenofovir alafenamide 25 MG Oral Tablet	DRON:00731519	1741733
DRON:00777546	dapsone 0.075 MG/MG Topical Gel	DRON:00030839	1741905
DRON:00777547	dextromethorphan hydrobromide 5.8 MG/ML / guaifenesin 78 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution	DRON:00024597	1741944
