curie	label	clinical_drug	rxcui
DRON:01010115	0.68 ML vedolizumab 159 MG/ML Prefilled Syringe [Entyvio]	DRON:01001246	2667336
DRON:01010116	vedolizumab 159 MG/ML Prefilled Syringe [Entyvio]	DRON:01001242	2667337
DRON:01010117	0.68 ML vedolizumab 159 MG/ML Auto-Injector [Entyvio]	DRON:01001241	2667342
DRON:01010118	vedolizumab 159 MG/ML Auto-Injector [Entyvio]	DRON:01001245	2667343
DRON:01010119	5 ML secukinumab 25 MG/ML Injection [Cosentyx]	DRON:01003409	2667423
DRON:01010120	secukinumab 25 MG/ML Injection [Cosentyx]	DRON:01003410	2667424
DRON:01010121	miglustat 65 MG Oral Capsule [Opfolda]	DRON:00999141	2667432
DRON:01010122	cipaglucosidase alfa-atga 105 MG Injection [Pombiliti]	DRON:01001244	2667446
DRON:01010123	metronidazole 100 MG/ML Oral Suspension [Likmez]	DRON:00999146	2667648
DRON:01010124	treprostinil 0.1 MG/ML Injectable Solution [Remodulin]	DRON:00999148	2667750
DRON:01010125	treprostinil 0.2 MG/ML Injectable Solution [Remodulin]	DRON:00999147	2667754
DRON:01010126	treprostinil 0.4 MG/ML Injectable Solution [Remodulin]	DRON:00999149	2667758
DRON:01010127	benzocaine 150 MG/ML / isopropyl alcohol 0.71 ML/ML / menthol 10 MG/ML Medicated Pad [Numstat]	DRON:01001247	2667826
DRON:01010128	ivermectin 0.136 MG / praziquantel 114 MG / pyrantel 114 MG Chewable Tablet [Vetrishield]	DRON:00060344	2667862
DRON:01010129	ivermectin 0.272 MG / praziquantel 228 MG / pyrantel 228 MG Chewable Tablet [Vetrishield]	DRON:00060346	2667864
DRON:01010130	ivermectin 0.034 MG / praziquantel 28.5 MG / pyrantel 28.5 MG Chewable Tablet [Vetrishield]	DRON:00060347	2667866
DRON:01010131	ivermectin 0.068 MG / praziquantel 57 MG / pyrantel 57 MG Chewable Tablet [Vetrishield]	DRON:00060348	2667869
DRON:01010132	benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 40 MG/ML Medicated Pad [Alocane Max Strength]	DRON:00999155	2667926
DRON:01010133	baclofen 2 MG/ML Oral Solution [Ozobax]	DRON:00999153	2667943
DRON:01010134	maropitant 16 MG Oral Tablet [Comfor-trate]	DRON:00059681	2667990
DRON:01010135	maropitant 160 MG Oral Tablet [Comfor-trate]	DRON:00059682	2667992
DRON:01010136	maropitant 24 MG Oral Tablet [Comfor-trate]	DRON:00059683	2667994
DRON:01010137	maropitant 60 MG Oral Tablet [Comfor-trate]	DRON:00059684	2667996
DRON:01010138	etrasimod 2 MG Oral Tablet [Velsipity]	DRON:01001249	2668057
DRON:01010139	0.8 ML adalimumab-afzb 50 MG/ML Auto-Injector [Abrilada]	DRON:00999160	2668071
DRON:01010140	adalimumab-afzb 50 MG/ML Auto-Injector [Abrilada]	DRON:00999159	2668072
DRON:01010141	0.8 ML adalimumab-afzb 50 MG/ML Prefilled Syringe [Abrilada]	DRON:00999158	2668078
DRON:01010142	adalimumab-afzb 50 MG/ML Prefilled Syringe [Abrilada]	DRON:00999161	2668079
DRON:01010143	1 ML bimekizumab-bkzx 160 MG/ML Prefilled Syringe [Bimzelx]	DRON:01003412	2668093
DRON:01010144	bimekizumab-bkzx 160 MG/ML Prefilled Syringe [Bimzelx]	DRON:01003413	2668094
DRON:01010145	0.4 ML adalimumab-afzb 50 MG/ML Prefilled Syringe [Abrilada]	DRON:00999162	2668096
DRON:01010146	1 ML bimekizumab-bkzx 160 MG/ML Auto-Injector [Bimzelx]	DRON:01001250	2668103
DRON:01010147	bimekizumab-bkzx 160 MG/ML Auto-Injector [Bimzelx]	DRON:01001251	2668104
DRON:01010148	0.2 ML adalimumab-afzb 50 MG/ML Prefilled Syringe [Abrilada]	DRON:00999163	2668106
DRON:01010149	0.8 ML adalimumab-afzb 50 MG/ML Injection [Abrilada]	DRON:00999165	2668113
DRON:01010150	adalimumab-afzb 50 MG/ML Injection [Abrilada]	DRON:00999166	2668114
DRON:01010151	glycopyrrolate 0.85 MG Disintegrating Oral Tablet [Dartisla]	DRON:00999168	2668160
DRON:01010152	oxaprozin 300 MG Oral Capsule [Coxanto]	DRON:01001252	2668168
DRON:01010153	salicylic acid 0.06 MG/MG Topical Gel [Terasic]	DRON:00045977	2668173
DRON:01010154	adapalene 0.0015 MG/MG / benzoyl peroxide 0.031 MG/MG / clindamycin phosphate 0.012 MG/MG Topical Gel [Cabtreo]	DRON:01001253	2668204
DRON:01010155	15 ML mirikizumab-mrkz 20 MG/ML Injection [Omvoh]	DRON:01003415	2668398
DRON:01010156	mirikizumab-mrkz 20 MG/ML Injection [Omvoh]	DRON:01003416	2668399
DRON:01010157	1 ML mirikizumab-mrkz 100 MG/ML Auto-Injector [Omvoh]	DRON:01003417	2668410
DRON:01010158	mirikizumab-mrkz 100 MG/ML Auto-Injector [Omvoh]	DRON:01003418	2668411
DRON:01010159	amoxicillin 50 MG/ML / clavulanate 12.5 MG/ML Oral Suspension [Clavacillin]	DRON:00054727	2668476
DRON:01010160	vigabatrin 500 MG Powder for Oral Solution [Vigpoder]	DRON:00041602	2668482
DRON:01010161	0.2 ML adalimumab-aaty 100 MG/ML Prefilled Syringe [Yuflyma]	DRON:01001256	2668484
DRON:01010162	0.8 ML adalimumab-aaty 100 MG/ML Prefilled Syringe [Yuflyma]	DRON:01001257	2668486
DRON:01010163	0.8 ML adalimumab-aaty 100 MG/ML Auto-Injector [Yuflyma]	DRON:01001258	2668488
DRON:01010164	24 HR methylphenidate hydrochloride 18 MG Extended Release Oral Tablet [Relexxii]	DRON:00064359	2668496
DRON:01010165	methylphenidate hydrochloride 18 MG Extended Release Oral Tablet [Relexxii]	DRON:00064360	2668497
DRON:01010166	24 HR methylphenidate hydrochloride 27 MG Extended Release Oral Tablet [Relexxii]	DRON:00064363	2668499
DRON:01010167	methylphenidate hydrochloride 27 MG Extended Release Oral Tablet [Relexxii]	DRON:00064364	2668500
DRON:01010168	24 HR methylphenidate hydrochloride 36 MG Extended Release Oral Tablet [Relexxii]	DRON:00064367	2668502
DRON:01010169	methylphenidate hydrochloride 36 MG Extended Release Oral Tablet [Relexxii]	DRON:00064368	2668503
DRON:01010170	24 HR methylphenidate hydrochloride 54 MG Extended Release Oral Tablet [Relexxii]	DRON:00064373	2668505
DRON:01010171	methylphenidate hydrochloride 54 MG Extended Release Oral Tablet [Relexxii]	DRON:00064374	2668506
DRON:01010172	entrectinib 50 MG Oral Pellet [Rozlytrek]	DRON:01003420	2668599
DRON:01010173	6 ML toripalimab-tpzi 40 MG/ML Injection [Loqtorzi]	DRON:01003422	2669420
DRON:01010174	toripalimab-tpzi 40 MG/ML Injection [Loqtorzi]	DRON:01003423	2669421
DRON:01010175	tenapanor 10 MG Oral Tablet [Xphozah]	DRON:01003325	2669446
DRON:01010176	tenapanor 20 MG Oral Tablet [Xphozah]	DRON:01003326	2669450
DRON:01010177	tenapanor 30 MG Oral Tablet [Xphozah]	DRON:01003327	2669454
DRON:01010178	firocoxib 227 MG Chewable Tablet [Firovet]	DRON:00059722	2669464
DRON:01010179	firocoxib 57 MG Chewable Tablet [Firovet]	DRON:00060076	2669466
DRON:01010180	amylase 252600 UNT / lipase 60000 UNT / protease 189600 UNT Delayed Release Oral Capsule [Zenpep]	DRON:01001259	2669472
DRON:01010181	diclofenac sodium 0.012 MG/MG / lidocaine 0.04 MG/MG / menthol 0.05 MG/MG Medicated Patch [Trifena]	DRON:01001260	2669486
DRON:01010182	vonoprazan 10 MG Oral Tablet [Voquezna]	DRON:01001262	2669513
DRON:01010183	vonoprazan 20 MG Oral Tablet [Voquezna]	DRON:00972005	2669515
DRON:01010184	fluralaner 280 MG/ML Topical Solution [Bravecto]	DRON:01003424	2669523
DRON:01010185	0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound]	DRON:00984420	2669706
DRON:01010186	tirzepatide 5 MG/ML Auto-Injector [Zepbound]	DRON:00984421	2669707
DRON:01010187	0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound]	DRON:00984416	2669709
DRON:01010188	tirzepatide 10 MG/ML Auto-Injector [Zepbound]	DRON:00984417	2669710
DRON:01010189	0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound]	DRON:00984427	2669712
DRON:01010190	tirzepatide 15 MG/ML Auto-Injector [Zepbound]	DRON:00984426	2669713
DRON:01010191	0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound]	DRON:00984422	2669715
DRON:01010192	tirzepatide 20 MG/ML Auto-Injector [Zepbound]	DRON:00984423	2669716
DRON:01010193	0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound]	DRON:00984424	2669718
DRON:01010194	tirzepatide 25 MG/ML Auto-Injector [Zepbound]	DRON:00984425	2669719
DRON:01010195	0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound]	DRON:00984418	2669721
DRON:01010196	tirzepatide 30 MG/ML Auto-Injector [Zepbound]	DRON:00984419	2669722
DRON:01010197	afoxolaner 9.375 MG / moxidectin 0.045 MG / pyrantel pamoate 18.75 MG Chewable Tablet [NexGard Plus]	DRON:01003401	2669729
DRON:01010198	detomidine hydrochloride 10 MG/ML Injectable Solution [Detomequin]	DRON:00775972	2669796
DRON:01010199	vamorolone 40 MG/ML Oral Suspension [Agamree]	DRON:01001265	2669810
DRON:01010200	100 ML albumin human, USP 50 MG/ML Injection [Albutein]	DRON:00777538	2669811
DRON:01010201	zuranolone 20 MG Oral Capsule [Zurzuvae]	DRON:01001266	2669916
DRON:01010202	zuranolone 25 MG Oral Capsule [Zurzuvae]	DRON:01001267	2669920
DRON:01010203	zuranolone 30 MG Oral Capsule [Zurzuvae]	DRON:01001268	2669924
DRON:01010204	capivasertib 160 MG Oral Tablet [Truqap]	DRON:01003427	2669978
DRON:01010205	capivasertib 200 MG Oral Tablet [Truqap]	DRON:01003428	2669982
DRON:01010206	crizotinib 150 MG Oral Pellet [Xalkori]	DRON:01003429	2670170
DRON:01010207	crizotinib 20 MG Oral Pellet [Xalkori]	DRON:01003430	2670174
DRON:01010208	crizotinib 50 MG Oral Pellet [Xalkori]	DRON:01003431	2670178
DRON:01010209	fruquintinib 1 MG Oral Capsule [Fruzaqla]	DRON:01001270	2670190
DRON:01010210	fruquintinib 5 MG Oral Capsule [Fruzaqla]	DRON:01001271	2670198
DRON:01010211	ADAMTS13, recombinant-krhn 1500 UNT Injection [Adzynma]	DRON:01003433	2670300
DRON:01010212	benzoic acid 9 MG / hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Uribel Tabs]	DRON:00063346	2670308
DRON:01010213	ADAMTS13, recombinant-krhn 500 UNT Injection [Adzynma]	DRON:01003434	2670313
DRON:01035143	sitagliptin 100 MG Oral Tablet [Zituvio]	DRON:00055370	2670447
DRON:01035144	sitagliptin 25 MG Oral Tablet [Zituvio]	DRON:00055371	2670449
DRON:01035145	sitagliptin 50 MG Oral Tablet [Zituvio]	DRON:00055372	2670451
DRON:01035146	50 ML immunoglobulin G, human 200 MG/ML Prefilled Syringe [Hizentra]	DRON:01035127	2670629
DRON:01035147	nirogacestat 50 MG Oral Tablet [Ogsiveo]	DRON:01035136	2670643
DRON:01035148	repotrectinib 40 MG Oral Capsule [Augtyro]	DRON:01035137	2670655
DRON:01035149	50 ML vasopressin (USP) 1 UNT/ML Injection [Vasostrict]	DRON:01035125	2670683
DRON:01035150	vasopressin (USP) 1 UNT/ML Injection [Vasostrict]	DRON:01035126	2670684
DRON:01035151	pregabalin 50 MG/ML Oral Solution [Bonqat]	DRON:01035119	2671060
DRON:01035152	iptacopan 200 MG Oral Capsule [Fabhalta]	DRON:01035138	2671080
DRON:01035153	cholecalciferol 0.125 MG / levomefolate calcium 1 MG Oral Tablet [Folixate]	DRON:01035139	2671097
DRON:01035154	melphalan 50 MG Injection [Hepzato]	DRON:00045377	2671196
DRON:01035155	salicylic acid 60 MG/ML Topical Cream [Salycim]	DRON:00053308	2671250
DRON:01035156	benzalkonium chloride 0.001 MG/MG Topical Gel [Tridergel]	DRON:00063909	2671305
DRON:01035157	methotrexate 2 MG/ML Oral Solution [Jylamvo]	DRON:01035124	2671462
DRON:01035158	cysteine hydrochloride 50 MG/ML Injectable Solution [Elcys]	DRON:00775501	2671585
DRON:01035159	thyroid (USP) 15 MG Oral Tablet [Adthyza]	DRON:00046591	2671591
DRON:01035160	thyroid (USP) 30 MG Oral Tablet [Adthyza]	DRON:00046206	2671594
DRON:01035161	thyroid (USP) 60 MG Oral Tablet [Adthyza]	DRON:00046210	2671596
DRON:01035162	thyroid (USP) 90 MG Oral Tablet [Adthyza]	DRON:00046212	2671598
DRON:01035163	thyroid (USP) 120 MG Oral Tablet [Adthyza]	DRON:00037737	2671600
DRON:01035164	10 ML ephedrine hydrochloride 4.7 MG/ML Injection [Rezipres]	DRON:01035123	2671680
DRON:01035165	roflumilast 3 MG/ML Topical Foam [Zoryve]	DRON:01035142	2671684
DRON:01035166	penicillin G benzathine 1200000 UNT Injection [Extencilline]	DRON:01035121	2671693
DRON:01035167	penicillin G benzathine 2400000 UNT Injection [Extencilline]	DRON:01035122	2671697
DRON:01037038	50 ML immune globulin intravenous (human) - stwk 100 MG/ML Injection [Alyglo]	DRON:01037015	2672105
DRON:01037039	immune globulin intravenous (human) - stwk 100 MG/ML Injection [Alyglo]	DRON:01037016	2672106
DRON:01037040	100 ML immune globulin intravenous (human) - stwk 100 MG/ML Injection [Alyglo]	DRON:01037017	2672108
DRON:01037041	200 ML immune globulin intravenous (human) - stwk 100 MG/ML Injection [Alyglo]	DRON:01037018	2672110
DRON:01037042	bosutinib 100 MG Oral Capsule [Bosulif]	DRON:01003425	2672326
DRON:01037043	bosutinib 50 MG Oral Capsule [Bosulif]	DRON:01003426	2672328
DRON:01037044	salicylic acid 0.06 MG/MG Topical Gel [Salyntra]	DRON:00045977	2672367
DRON:01037045	24 HR gepirone 18.2 MG Extended Release Oral Tablet [Exxua]	DRON:01037028	2672379
DRON:01037046	gepirone 18.2 MG Extended Release Oral Tablet [Exxua]	DRON:01037029	2672380
DRON:01037047	24 HR gepirone 36.3 MG Extended Release Oral Tablet [Exxua]	DRON:01037030	2672385
DRON:01037048	gepirone 36.3 MG Extended Release Oral Tablet [Exxua]	DRON:01037031	2672386
DRON:01037049	24 HR gepirone 54.5 MG Extended Release Oral Tablet [Exxua]	DRON:01037032	2672391
DRON:01037050	gepirone 54.5 MG Extended Release Oral Tablet [Exxua]	DRON:01037033	2672392
DRON:01037051	24 HR gepirone 72.6 MG Extended Release Oral Tablet [Exxua]	DRON:01037034	2672397
DRON:01037052	gepirone 72.6 MG Extended Release Oral Tablet [Exxua]	DRON:01037035	2672398
DRON:01037053	camphor 50 MG/ML / menthol 60 MG/ML / methyl salicylate 100 MG/ML Topical Lotion [Satohap]	DRON:01037005	2672727
DRON:01037054	rizatriptan 10 MG Oral Film [Rizafilm]	DRON:00988949	2672955
DRON:01037055	thyroid (USP) 90 MG Oral Tablet [Apur]	DRON:00046212	2673097
DRON:01037056	thyroid (USP) 60 MG Oral Tablet [Apur]	DRON:00046210	2673099
DRON:01037057	thyroid (USP) 30 MG Oral Tablet [Apur]	DRON:00046206	2673101
DRON:01037058	thyroid (USP) 15 MG Oral Tablet [Apur]	DRON:00046591	2673103
DRON:01037059	thyroid (USP) 120 MG Oral Tablet [Apur]	DRON:00037737	2673105
DRON:01037060	carprofen 100 MG Oral Tablet [Belprofen]	DRON:00059825	2673188
DRON:01037061	carprofen 25 MG Oral Tablet [Belprofen]	DRON:00059826	2673190
DRON:01037062	carprofen 75 MG Oral Tablet [Belprofen]	DRON:00059827	2673192
DRON:01037063	eflornithine 192 MG Oral Tablet [Iwilfin]	DRON:01037036	2673205
DRON:01037064	5 ML neostigmine methylsulfate 1 MG/ML Prefilled Syringe [Bloxiverz]	DRON:00776902	2673236
DRON:01037065	neostigmine methylsulfate 1 MG/ML Prefilled Syringe [Bloxiverz]	DRON:00776903	2673237
DRON:01037066	trilostane 20 MG Oral Capsule [Vetoryl]	DRON:01037001	2673427
DRON:01037067	testosterone cypionate 200 MG/ML Injectable Solution [Testo-200]	DRON:00057871	2673519
DRON:01037068	0.6 ML pegfilgrastim-cbqv 10 MG/ML Injection [Udenyca]	DRON:01037020	2673602
DRON:01037069	pegfilgrastim-cbqv 10 MG/ML Injection [Udenyca]	DRON:01037021	2673603
DRON:01039254	ibuprofen 200 MG Oral Capsule [Proprinal]	DRON:00045169	2673691
DRON:01039255	1 ML omalizumab 150 MG/ML Auto-Injector [Xolair]	DRON:01039250	2673761
DRON:01039256	0.5 ML omalizumab 150 MG/ML Auto-Injector [Xolair]	DRON:01039251	2673763
DRON:01039257	selamectin 120 MG/ML Topical Solution [Selarid]	DRON:00063598	2673846
DRON:01039258	selamectin 60 MG/ML Topical Solution [Selarid]	DRON:00063599	2673848
DRON:01039259	altrenogest 2.2 MG/ML Oral Solution [Ovamed]	DRON:00067884	2673855
DRON:01039260	ketoprofen 25 MG Oral Capsule [Kiprofen]	DRON:00035640	2673864
DRON:01039261	0.25 ML ixekizumab 80 MG/ML Prefilled Syringe [Taltz]	DRON:01039246	2674932
DRON:01039262	0.5 ML ixekizumab 80 MG/ML Prefilled Syringe [Taltz]	DRON:01039247	2674934
DRON:01039263	lidocaine 0.04 MG/MG / menthol 0.005 MG/MG / methyl salicylate 0.001 MG/MG Medicated Patch [LidoPro Patch]	DRON:01039248	2675024
DRON:01039264	eltrombopag 18 MG Oral Tablet [Alvaiz]	DRON:01039240	2675193
DRON:01039265	eltrombopag 36 MG Oral Tablet [Alvaiz]	DRON:01039241	2675197
DRON:01039266	eltrombopag 54 MG Oral Tablet [Alvaiz]	DRON:01039242	2675201
DRON:01039267	eltrombopag 9 MG Oral Tablet [Alvaiz]	DRON:01039243	2675205
DRON:01039268	budesonide 0.2 MG/ML Oral Suspension [Eohilia]	DRON:01039253	2675286
DRON:01039269	capsaicin 0.25 MG/ML Topical Cream [Zostrix]	DRON:00036129	2675290
DRON:01039270	10 ML doxorubicin hydrochloride liposome 2 MG/ML Injection [Caelyx]	DRON:00777655	2675326
DRON:01039271	doxorubicin hydrochloride liposome 2 MG/ML Injection [Caelyx]	DRON:00777656	2675327
DRON:01039272	clotrimazole 10 MG/ML / gentamicin 3 MG/ML / mometasone 1 MG/ML Otic Suspension [Mometavet]	DRON:00776304	2675489
DRON:01041145	riluzole 5 MG/ML Oral Suspension [Teglutik]	DRON:00835094	2675565
DRON:01041146	0.4 ML emicizumab-kxwh 30 MG/ML Injection [Hemlibra]	DRON:01041136	2675568
DRON:01041147	0.7 ML influenza A virus A/California/122/2022 (H3N2) antigen 0.0857 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.0857 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.0857 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.0857 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024 Southern Hemisphere]	DRON:01041120	2675580
DRON:01041148	influenza A virus A/California/122/2022 (H3N2) antigen 0.0857 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.0857 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.0857 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.0857 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024 Southern Hemisphere]	DRON:01041121	2675581
DRON:01041149	birch triterpenes 0.1 MG/MG Topical Gel [Filsuvez]	DRON:01041139	2675592
DRON:01041150	maropitant 16 MG Oral Tablet [Ceritant]	DRON:00059681	2675600
DRON:01041151	maropitant 160 MG Oral Tablet [Ceritant]	DRON:00059682	2675602
DRON:01041152	maropitant 24 MG Oral Tablet [Ceritant]	DRON:00059683	2675604
DRON:01041153	maropitant 60 MG Oral Tablet [Ceritant]	DRON:00059684	2675606
DRON:01041154	lidocaine 0.04 MG/MG / menthol 0.01 MG/MG Medicated Patch [LidoPro Pain Relieving Patch]	DRON:00066687	2675625
DRON:01041155	0.5 ML influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024 Southern Hemisphere]	DRON:01041122	2675672
DRON:01041156	influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024 Southern Hemisphere]	DRON:01041123	2675673
DRON:01041157	influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension [Fluzone Quadrivalent 2024 Southern Hemisphere]	DRON:01041128	2675678
DRON:01041158	levothyroxine sodium 0.0022 MG/MG Oral Powder [Thyrocryn]	DRON:00772113	2675685
DRON:01041159	acetaminophen 325 MG / ibuprofen 97.5 MG Oral Tablet [Combogesic]	DRON:01041111	2675765
DRON:01041160	lidocaine hydrochloride 0.0388 MG/MG Topical Gel [Lidotral]	DRON:01041115	2675772
DRON:01041161	firocoxib 9 MG/ML Oral Solution [Equicoxib]	DRON:01041142	2675886
DRON:01041162	2.5 ML pegunigalsidase alfa-iwxj 2 MG/ML Injection [Elfabrio]	DRON:01041138	2676760
DRON:01041163	undecylenic acid 250 MG/ML Topical Solution [Tripenicol]	DRON:00062391	2677081
DRON:01041164	undecylenic acid 130 MG/ML Topical Cream [Tripenicol]	DRON:00066736	2677085
DRON:01041165	petrolatum 0.865 MG/MG Topical Ointment [Critic-Aid Clear Moisture]	DRON:00904215	2677087
DRON:01041166	metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet]	DRON:00059381	2677162
DRON:01041167	metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Zituvimet]	DRON:00059388	2677164
DRON:01041168	0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2023-2024]	DRON:01041124	2677177
DRON:01041169	influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2023-2024]	DRON:01041125	2677178
DRON:01041170	dichlorphenamide 50 MG Oral Tablet [Ormalvi]	DRON:00035480	2677447
DRON:01041171	0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluzone 2023-2024]	DRON:01041126	2677454
DRON:01041172	influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluzone 2023-2024]	DRON:01041127	2677455
DRON:01041173	influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Injectable Suspension [Fluzone 2023-2024]	DRON:01041129	2677461
DRON:01041174	menthol 2 MG Oral Lozenge [Ricola]	DRON:00055112	2677464
DRON:01041175	flumethasone 0.5 MG/ML Injectable Solution [Bimasone]	DRON:01041144	2677578
DRON:01043138	macitentan 10 MG / tadalafil 20 MG Oral Tablet [Opsynvi]	DRON:01043117	2677771
DRON:01043139	macitentan 10 MG / tadalafil 40 MG Oral Tablet [Opsynvi]	DRON:01043118	2677775
DRON:01043140	0.4 ML adalimumab-ryvk 100 MG/ML Auto-Injector [Simlandi]	DRON:01043101	2677787
DRON:01043141	adalimumab-ryvk 100 MG/ML Auto-Injector [Simlandi]	DRON:01043102	2677788
DRON:01043142	phentolamine 7.5 MG/ML Ophthalmic Solution [Ryzumvi]	DRON:01043119	2677798
DRON:01043143	resmetirom 100 MG Oral Tablet [Rezdiffra]	DRON:01043120	2677905
DRON:01043144	resmetirom 60 MG Oral Tablet [Rezdiffra]	DRON:01043121	2677909
DRON:01043145	resmetirom 80 MG Oral Tablet [Rezdiffra]	DRON:01043122	2677913
DRON:01043146	dimenhydrinate 50 MG Chewable Tablet [Gravol]	DRON:00044747	2678106
DRON:01043147	lidocaine hydrochloride 38.8 MG/ML Topical Cream [Bruselix]	DRON:00756499	2678114
DRON:01043148	lidocaine hydrochloride 0.0388 MG/MG Topical Gel [Bruselix]	DRON:01041115	2678305
DRON:01043149	lidocaine 0.05 MG/MG Medicated Patch [Tridacaine]	DRON:00754463	2678310
DRON:01043150	28 ACTUAT albuterol 0.09 MG/ACTUAT / budesonide 0.08 MG/ACTUAT Metered Dose Inhaler [Airsupra]	DRON:01043116	2678392
DRON:01043151	givinostat 8.86 MG/ML Oral Suspension [Duvyzat]	DRON:01043125	2678900
DRON:01043152	danicopan 50 MG Oral Tablet [Voydeya]	DRON:01043126	2678963
DRON:01043153	danicopan 100 MG Oral Tablet [Voydeya]	DRON:01043127	2678967
DRON:01043154	aprocitentan 12.5 MG Oral Tablet [Tryvio]	DRON:01043128	2679070
DRON:01043155	1 ML vitamin B12 1 MG/ML Prefilled Syringe [Dodex]	DRON:00055915	2679170
DRON:01043156	vitamin B12 1 MG/ML Prefilled Syringe [Dodex]	DRON:00068294	2679171
DRON:01043157	vadadustat 150 MG Oral Tablet [Vafseo]	DRON:01043129	2679307
DRON:01043158	vadadustat 300 MG Oral Tablet [Vafseo]	DRON:01043130	2679311
DRON:01043159	vadadustat 450 MG Oral Tablet [Vafseo]	DRON:01043131	2679315
DRON:01043160	0.5 ML tirzepatide 20 MG/ML Injection [Zepbound]	DRON:00995063	2679317
DRON:01043161	tirzepatide 20 MG/ML Injection [Zepbound]	DRON:00995064	2679318
DRON:01043162	0.5 ML tirzepatide 25 MG/ML Injection [Zepbound]	DRON:00995061	2679319
DRON:01043163	tirzepatide 25 MG/ML Injection [Zepbound]	DRON:00995062	2679320
DRON:01043164	0.5 ML tirzepatide 30 MG/ML Injection [Zepbound]	DRON:00995059	2679321
DRON:01043165	tirzepatide 30 MG/ML Injection [Zepbound]	DRON:00995060	2679322
DRON:01043166	0.5 ML tirzepatide 5 MG/ML Injection [Zepbound]	DRON:00995057	2679323
DRON:01043167	tirzepatide 5 MG/ML Injection [Zepbound]	DRON:00995058	2679324
DRON:01043168	0.5 ML tirzepatide 10 MG/ML Injection [Zepbound]	DRON:00995055	2679325
DRON:01043169	tirzepatide 10 MG/ML Injection [Zepbound]	DRON:00995056	2679326
DRON:01043170	0.5 ML tirzepatide 15 MG/ML Injection [Zepbound]	DRON:00995053	2679327
DRON:01043171	tirzepatide 15 MG/ML Injection [Zepbound]	DRON:00995054	2679328
DRON:01043172	tolnaftate 10 MG/ML Topical Solution [Tritolnacide]	DRON:00046236	2679333
