curie	label	rxcui
DRON:00723839	squalane	1363644
DRON:00723840	propylene carbonate	1363696
DRON:00723842	aluminum tristearate	1363698
DRON:00723843	dibutyl sebacate	1363700
DRON:00723845	chlorothymol	1363702
DRON:00723846	magnesium carbonate hydroxide	1363704
DRON:00723847	lauric acid diethanolamide	1363705
DRON:00723849	bis-ethoxydiglycol succinate	1363915
DRON:00723850	triethanolamine lauryl sulfate	1363986
DRON:00723851	triethanolamine benzoate	1363997
DRON:00723852	Camellia sinensis seed oil	1364131
DRON:00723858	mipomersen	1367839
DRON:00723863	vedolizumab	1538097
DRON:00723866	insulin isophane	1605101
DRON:00723869	Anhydrous Dextrose	349730
DRON:00723881	lemon extract	1364291
DRON:00723882	coco-caprylate	1364293
DRON:00723883	acetylated lanolin alcohols	1364294
DRON:00723885	N-(3-(dimethylamino)propyl)octadecanamide	1364376
DRON:00723887	glyceryl stearate SE	1364379
DRON:00723888	polyglyceryl-3 diisostearate	1364380
DRON:00723889	lauryl glucoside	1364382
DRON:00723890	polyethylene glycol 2000	1364383
DRON:00723891	poloxamer 338	1364384
DRON:00723892	ceramide 1	1364385
DRON:00723893	octyldodecyl neopentanoate	1364386
DRON:00723894	o-cymen-5-ol	1364387
DRON:00723896	N-(hydroxyethyl)ethylenediaminetriacetic acid	1364568
DRON:00723897	carbomer interpolymer type B (allyl pentaerythritol crosslinked)	1366223
DRON:00723898	triacontanyl PVP (WP-660)	1366228
DRON:00723899	PEG PPG116-66 copolymer	1366231
DRON:00723900	PEG-6 isostearate	1366669
DRON:00723902	starch, wheat	1367109
DRON:00723903	polyethylene glycol 1450	1367110
DRON:00723906	gelatin hydrolysate (porcine skin, MW 3000)	1366990
DRON:00723907	PEG-8 & SMDI copolymer	1366992
DRON:00723908	PEG:PPG-4-12:dimethicone	1366993
DRON:00723909	methyl gluceth-10	1367118
DRON:00723910	5-chloro-2-methyl-4-isothiazolin-3-one	1367119
DRON:00723911	starch, rice	1367117
DRON:00723912	steareth-21	1367122
DRON:00723913	PEG-100 stearate	1367120
DRON:00723914	steareth-20	1367121
DRON:00723915	octyl dodecanol	1367124
DRON:00723916	hexyl laurate	1367126
DRON:00723917	pegoxol 7 stearate	1367127
DRON:00723918	polyvinyl acetate phthalate	1367129
DRON:00723919	polyglyceryl-4 isostearate	1367130
DRON:00723920	steareth-100	1367131
DRON:00723922	ethylhexylglycerin	1367134
DRON:00723923	neopentyl glycol diisostearate	1367136
DRON:00723924	dicaprylyl ether	1367138
DRON:00723925	ethylhexyl isononanoate	1367139
DRON:00723926	polyquaternium-10 (400 CPS at 2%)	1367143
DRON:00723927	povidone K25	1367141
DRON:00723928	sorbitan	1367146
DRON:00723929	neopentyl glycol dicaprate	1367144
DRON:00723930	laureth-2	1367145
DRON:00723931	steareth-10	1367147
DRON:00723932	stearoxytrimethylsilane	1367149
DRON:00723933	sucrose palmitate	1367150
DRON:00723935	hectorite	1367162
DRON:00723936	laureth-23	1367165
DRON:00723937	2-methyl-4-isothiazolin-3-one	1367166
DRON:00723938	isononyl isononanoate	1367167
DRON:00723939	methylpropanediol	1367168
DRON:00723941	capryl-capramidopropyl betaine	1367173
DRON:00723943	glycol distearate	1367188
DRON:00723944	nonoxynol-20	1367189
DRON:00723946	sodium bisulfate	1367207
DRON:00723947	coco-betaine	1367422
DRON:00723950	apaflurane	1368129
DRON:00723951	arachidyl glucoside	1368132
DRON:00723953	beef tallow preparation	1368135
DRON:00723954	betasizofiran	1368136
DRON:00723955	butyl ester of methyl vinyl ether-maleic anhydride copolymer (125 kD)	1368140
DRON:00723956	C30-45 olefin	1368144
DRON:00723957	cetyl lactate	1368150
DRON:00723958	PEG-10 dimethicone (600 CST)	1368157
DRON:00723959	PEG-150 stearate	1368156
DRON:00723960	tridecyl neopentanoate	1368164
DRON:00723968	poloxamer 184	1368182
DRON:00723969	PPG-20 methyl glucose ether	1368183
DRON:00723970	nonoxynol-4	1368184
DRON:00723971	octoxynol-1	1368185
DRON:00723972	tridecyl stearate	1368187
DRON:00723973	monostearyl citrate	1368188
DRON:00723975	isocetyl alcohol	1368191
DRON:00723976	PPG-14 butyl ether	1368192
DRON:00723977	hard fat	1368196
DRON:00723978	tragacanth	1368197
DRON:00723980	dimethicone-vinyl dimethicone crosspolymer (hard particle)	1368471
DRON:00723981	disilver oxide	1368701
DRON:00723983	microcrystalline wax	1368704
DRON:00723985	polyethylene glycol 1000	1368863
DRON:00723986	polyethylene glycol 200	1368864
DRON:00723987	polyethylene glycol 3000	1368866
DRON:00723989	dipropylene glycol	1368869
DRON:00723993	isoceteth 20	1368878
DRON:00723997	polysorbate 85	1368887
DRON:00723998	hypromellose phthalate (24% phthalate, 55 CST)	1368890
DRON:00723999	hypromellose phthalate (31% phthalate, 170 CST)	1368891
DRON:00724000	hypromellose phthalate (31% phthalate, 40 CST)	1368892
DRON:00724001	polyisobutylene (1000 MW)	1368895
DRON:00724004	isostearyl palmitate	1368901
DRON:00724005	eleuthero preparation	1368902
DRON:00724006	pentaerythritol tetrakis(3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate)	1369405
DRON:00724008	coco-caprylate-caprate	1369702
DRON:00724009	lauryl-myristyl benzoate	1369898
DRON:00724010	Acacia angustissima bark extract	1370191
DRON:00724011	polyethylene glycol 4000000	1370192
DRON:00724012	propylene glycol 1,2-distearate	1370193
DRON:00724013	sucrose distearate	1370303
DRON:00724014	Glycyrrhiza glabra extract	1370435
DRON:00724018	sucrose cocoate	1370728
DRON:00724019	Sodium Chloride, (22)Na	1370679
DRON:00724020	polyglyceryl-3 oleate	1370731
DRON:00724021	orange peel extract	1370778
DRON:00724022	polyethylene glycol 8000000	1370827
DRON:00724023	Croton lechleri resin	1371038
DRON:00724024	aluminum hydroxyide-glycine (2:1)	1371308
DRON:00724025	glycereth-7	1371311
DRON:00724027	vanillin 2,3-butanediol acetal, cis-	1371314
DRON:00724028	menthol 1-propylene glycol carbonate, (-)-	1371320
DRON:00724030	glycyrrhizin, ammoniated pentahydrate	1371367
DRON:00724031	synthetic camphor	1371994
DRON:00724032	Canada balsam extract	1372000
DRON:00724033	blackberry flavor	1372002
DRON:00724034	mint extract	1372004
DRON:00724035	elm extract	1372006
DRON:00724036	geranium extract	1372247
DRON:00724037	Achillea millefolium extract	1372250
DRON:00724038	goldenseal extract	1372255
DRON:00724039	spearmint extract	1372258
DRON:00724040	eastern white pine extract	1372264
DRON:00724041	polyquaternium-37 (3000 MPA.S)	1372481
DRON:00724042	dicaprylyl carbonate	1372926
DRON:00724043	stearalkonium hectorite	1372931
DRON:00724044	sodium trideceth sulfate	1372935
DRON:00724045	4-tert-butylcyclohexanol	1373206
DRON:00724046	Citrus sinensis flower extract	1373722
DRON:00724047	cocoa extract	1373895
DRON:00724049	caprylic-capric-linoleic triglyceride	1376147
DRON:00724050	hypromellose acetate succinate 06081224 (3 MM2-S)	1376345
DRON:00724051	methyl glucose dioleate	1421621
DRON:00724052	dioctyldodecyl dodecanedioate	1421634
DRON:00724053	ammonium xylenesulfonate	1423272
DRON:00724054	PPG-26-buteth-26	1423273
DRON:00724055	glyceryl palmitostearate	1423683
DRON:00724056	sodium lauryl glycol carboxylate	1423793
DRON:00724057	corn grain extract	1423924
DRON:00724058	poly(lactide)	1424562
DRON:00724059	purslane extract	1424645
DRON:00724060	alpha-glucan oligosaccharide	1424647
DRON:00724061	beta-citronellol, (+-)-	1424650
DRON:00724062	1,2-dimyristoyl-sn-glycero-3-(phospho-rac-(1-glycerol))	1424655
DRON:00724064	1,2-dipalmitoyl-sn-glycero-3-(phospho-rac-(1-glycerol))	1424658
DRON:00724065	1,3-dimethylbutyl salicylate	1424661
DRON:00724066	ammonio methacrylate copolymer type A	1424665
DRON:00724067	ammonium lauryl sulfate	1424667
DRON:00724068	buteth-3	1424669
DRON:00724069	calcium hypophosphite	1424671
DRON:00724070	C12-20 alkyl glucoside	1424672
DRON:00724071	apple extract	1424865
DRON:00724072	PPG-5-ceteth-20	1424874
DRON:00724075	juglans regia shell extract	1424881
DRON:00724076	high-density polyethylene	1424910
DRON:00724077	caviar preparation	1425214
DRON:00724080	ceresin	1425217
DRON:00724081	cetearyl glucoside	1425219
DRON:00724083	Yucca schidigera extract	1425403
DRON:00724085	coco glucoside	1425503
DRON:00724086	FD&C blue #2 HT aluminum lake	1425505
DRON:00724088	caprylic-capric diglycerol succinate	1425909
DRON:00724090	modified corn starch (1-octenyl succinic anhydride)	1425926
DRON:00724091	1-myristylpicolinium	1425941
DRON:00724093	tridecyl trimellitate	1426289
DRON:00724094	mango extract	1426332
DRON:00724095	polifeprosan 20	1426339
DRON:00724096	saccharomyces lysate extract	1426343
DRON:00724097	steareth-2	1426352
DRON:00724098	tangerine extract	1426364
DRON:00724099	trideceth-6	1426365
DRON:00724100	1-glyceryl monooleate	1426374
DRON:00724101	ethylhexyl palmitate	1426380
DRON:00724102	serum albumin, bovine	1426381
DRON:00724103	tribehenin	1426386
DRON:00724104	coco monoethanolamide	1426393
DRON:00724105	polyquaternium-7 (70-30 acrylamide-DADMAC; 1600 kD)	1426394
DRON:00724106	octoxynol-40	1426395
DRON:00724107	sorbitan tristearate	1426397
DRON:00724108	octoxynol-5	1426398
DRON:00724110	low-density polyethylene	1426403
DRON:00724111	lauroyl lysine	1426404
DRON:00724112	PPG-2 myristyl ether propionate	1426407
DRON:00724113	oleth-10	1426408
DRON:00724114	oleth-2	1426410
DRON:00724115	glyceryl stearate citrate	1426411
DRON:00724116	polyisobutylene (1100000 MW)	1426412
DRON:00724117	aluminum starch octenylsuccinate	1426415
DRON:00724118	hydrogenated soybean lecithin	1426418
DRON:00724119	acid violet 43	1426422
DRON:00724120	hydrolyzed wheat protein (enzymatic, 3000 MW)	1426424
DRON:00724121	synthetic wax (1200 MW)	1426425
DRON:00724124	horehound extract	1426436
DRON:00724126	ceramide 2	1426448
DRON:00724128	coco-glycerides	1426455
DRON:00724129	ethylene-vinyl acetate copolymer (28% vinyl acetate)	1426456
DRON:00724130	ethyl acrylate and methyl methacrylate copolymer (2:1; 750000 MW)	1426457
DRON:00724131	3-iodo-2-propynylbutylcarbamate	1426467
DRON:00724132	D&C orange no. 4	1426468
DRON:00724133	lime extract	1426473
DRON:00724134	diacetylated monoglycerides	1426474
DRON:00724135	ethyl sebacate	1426475
DRON:00724136	lanolin alcohols	1426478
DRON:00724137	liquefied petroleum gas	1426480
DRON:00724138	Laminaria ochroleuca extract	1426559
DRON:00724140	PEG-PPG-18-18-dimethicone	1426610
DRON:00724142	propylene glycol dicaprylate	1426619
DRON:00724143	propylene glycol diethylhexanoate	1426620
DRON:00724144	propylene glycol dicaprylate-dicaprate	1426622
DRON:00724145	dimethyloctadecyl(3-(trimethoxysilyl)propyl)ammonium chloride	1426625
DRON:00724146	glycereth-26	1426630
DRON:00724147	polyquaternium-11 (1000000 MW)	1426654
DRON:00724148	synthetic wax (1800 MW)	1426675
DRON:00724149	polyethylene glycol 300000	1426702
DRON:00724150	PEG-PPG-20-6 dimethicone	1426780
DRON:00724151	dextrates	1426816
DRON:00724152	Chondrus preparation	1426885
DRON:00724155	lentil seed extract	1426921
DRON:00724157	D&C violet no. 2	1426924
DRON:00724159	peg-10 glyceryl stearate	1426935
DRON:00724160	PPG-11 stearyl ether	1426946
DRON:00724161	propylene glycol diacetate	1427008
DRON:00724162	propylene glycol monopalmitostearate	1427010
DRON:00724163	PEG-3 distearoylamidoethylmonium methosulfate	1427016
DRON:00724164	sucrose stearate-palmitate ester (75% mono ester)	1427042
DRON:00724165	potato starch	1427056
DRON:00724167	glucose oxidase	1427073
DRON:00724168	glycofurol	1427078
DRON:00724170	lauryl PEG-PPG-18-18 methicone	1427186
DRON:00724171	hydroxyphenyl propamidobenzoic acid	1427188
DRON:00724172	Aluminum Sodium Silicate	1427203
DRON:00724173	PPG-1 trideceth-6	1427227
DRON:00724174	N,N-bis(2-hydroxyethyl)-p-phenylenediamine sulfate	1427230
DRON:00724175	ceteth-23	1427231
DRON:00724176	cetyldimethylethylammonium bromide	1427238
DRON:00724177	ACRYLIC ACID-SODIUM ACRYLATE COPOLYMER (1:1; 600 MPA.S AT 0.2%)	1429914
DRON:00724179	glyceryl citrate	1432297
DRON:00724180	hydroxypropyl cellulose (type M)	1433886
DRON:00724181	coco monoisopropanolamide	1435283
DRON:00724182	Siraitia grosvenorii fruit extract	1436960
DRON:00724184	PEG-80 sorbitan laurate	1440237
DRON:00724185	PPG-12/SMDI copolymer	1440239
DRON:00724186	isodecyl laurate	1441186
DRON:00724187	polyethylene glycol 900000	1441534
DRON:00724188	sodium laureth-2 phosphate	1441535
DRON:00724189	wheat preparation	1441652
DRON:00724190	acai fruit pulp	1482538
DRON:00724191	PPG-30	1482540
DRON:00724192	raw sugar	1483267
DRON:00724193	1,1,2,2-tetrafluoroethane	1487139
DRON:00724194	jojoba oil, randomized	1491858
DRON:00724195	pineapple extract	1492174
DRON:00724196	poloxamer 237	1492190
DRON:00724199	Plectranthus barbatus whole extract	1544131
DRON:00724200	vinylpyrrolidone-eicosene copolymer	1544135
DRON:00724201	PEG-32 hydrogenated palm glycerides	1547622
DRON:00724202	polixetonium	1549143
DRON:00724203	blueberry extract	1549329
DRON:00724204	vinylpyrrolidone-hexadecene copolymer	1551570
DRON:00724205	polyglyceryl-3 dioleate	1552357
DRON:00724206	dehydroxanthan gum	1596137
DRON:00730804	alpha 1-antitrypsin	535
DRON:00730807	herpesvirus 1, human	1316105
DRON:00730810	von Willebrand factor	11274
DRON:00730814	raxibacumab	1366567
DRON:00730815	Symphytum uplandicum leaf extract	1367399
DRON:00730817	pentetate calcium	1369590
DRON:00730818	ado-trastuzumab emtansine	1371041
DRON:00730820	influenza B virus vaccine, B-Massachusetts-2-2012-like virus	1427022
DRON:00730822	ferric carboxymaltose	1433693
DRON:00730823	lipegfilgrastim	1440046
DRON:00730825	afoxolaner	1442093
DRON:00730828	salicyloyl phytosphingosine	1484765
DRON:00730829	elosulfase alfa	1489914
DRON:00730833	efmoroctocog alfa	1543095
DRON:00730842	blinatumomab	1597258
DRON:00730844	secukinumab	1599788
DRON:00730845	C1 esterase inhibitor	1599832
DRON:00730852	influenza A virus (H1N1) antigen	1657128
DRON:00730853	influenza A virus (H3N2) antigen	1657131
DRON:00730854	influenza B virus antigen	1657134
DRON:00730855	insulin degludec	1670007
DRON:00730856	idarucizumab	1716191
DRON:00730857	mepolizumab	1720597
DRON:00730859	daratumumab	1721947
DRON:00730861	necitumumab	1723738
DRON:00730863	tetanus immune globulin	1727875
DRON:00730867	cetyl ethylhexanoate	1306178
DRON:00730868	cetyl PEG-PPG-10-1 dimethicone (HLB 1.5)	1306940
DRON:00730869	neopentyl glycol diethylhexanoate	1307148
DRON:00730870	Levant cottonseed oil	1307951
DRON:00730871	Cananga oil	1309214
DRON:00730872	methyl methacrylate-glycol dimethacrylate crosspolymer	1312390
DRON:00730873	nonoxynol-8	1313171
DRON:00730874	polybutene (1400 MW)	1313725
DRON:00730875	PEG-6 methyl ether	1314193
DRON:00730877	stearamide amp	1368215
DRON:00730878	ethylhexyl hydroxystearate	1368707
DRON:00730880	cetyl dimethicone 25	1373353
DRON:00730882	Pimpinella anisum extract	1426421
DRON:00730884	PEG-20 methyl glucose sesquistearate	1430130
DRON:00730885	disteareth-75 isophorone diisocyanate	1546708
DRON:00730886	2,6-dimethyl-5-heptenal	1552361
DRON:00730887	methyl glucose sesquistearate	1592258
DRON:00730888	bis-phenylpropyl dimethicone (15 CST)	1595581
DRON:00730890	zinc phosphate	1602285
DRON:00730892	N-caproylsphingosine	1603859
DRON:00730893	bis-PEG-PPG-14-14 dimethicone	1609071
DRON:00730894	C.I. acid blue 324	1649505
DRON:00730895	hydrogenated starch hydrolysate	1651693
DRON:00730896	poloxamer 234	1651699
DRON:00730897	hydroxypropyl cellulose (type EL)	1653098
DRON:00730898	triethanolamine cocoyl glutamate	1653328
DRON:00730901	tetramethyl acetyloctahydronaphthalenes	1659911
DRON:00730902	tricyclodecenyl propionate	1659916
DRON:00730903	propylene glycol caprylate	1661194
DRON:00730904	3-dimethylaminopropylamine	1661327
DRON:00730907	polyacrylic acid (300000 MW)	1719257
DRON:00730908	whey	1723989
DRON:00730909	PEG-5 ethylhexanoate	1726669
DRON:00730910	hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer	1729151
DRON:00730911	5-hydroxymethyl(methyleneoxy)-1-aza-3,7-dioxabicyclo(3,3,0)octane	1732117
DRON:00730913	carbomer homopolymer type B (allyl pentaerythritol or allyl sucrose crosslinked)	1732380
DRON:00730917	Whey Proteins	1723989
DRON:00750756	rabies immune globulin, human	89886
DRON:00750757	Eucalyptus globulus pollen extract	852386
DRON:00750759	tildipirosin	1306059
DRON:00750760	defibrotide	1311089
DRON:00750761	Sorghum bicolor pollen extract	1311406
DRON:00750764	saffron extract	1484904
DRON:00750765	factor VII	4254
DRON:00750766	protein S	34822
DRON:00750767	obinutuzumab	974779
DRON:00750769	crofelemer	1364449
DRON:00750771	pradofloxacin	1367269
DRON:00750772	pirlimycin	1367292
DRON:00750774	edetate calcium	1368950
DRON:00750777	copper naphthenate	1373349
DRON:00750780	N-alkyl ethylbenzyl dimethyl ammonium (C12-C14)	1422066
DRON:00750781	glyceryl phosphate	1423803
DRON:00750782	RADIUM CHLORIDE RA-223	1424174
DRON:00750785	parathyroid hormone	1427222
DRON:00750793	eslicarbazepine	1482502
DRON:00750797	sucroferric oxyhydroxide	1484283
DRON:00750798	oclacitinib	1487006
DRON:00750802	metreleptin	1491625
DRON:00750804	tiletamine	1535217
DRON:00750805	siltuximab	1535218
DRON:00750806	zolazepam	1535252
DRON:00750807	ramucirumab	1535922
DRON:00750808	coagulation factor IX recombinant immunoglobulin G1 fusion protein	1535944
DRON:00750809	troclosene	1537576
DRON:00750810	fluralaner	1538098
DRON:00750816	peginterferon beta-1a	1546168
DRON:00750819	pembrolizumab	1547545
DRON:00750821	Coccidioides immitis spherule	1549330
DRON:00750823	dulaglutide	1551291
DRON:00750825	cefovecin	1591901
DRON:00750828	dirlotapide	1592684
DRON:00750829	meningococcal group B vaccine	1593128
DRON:00750833	nivolumab	1597876
DRON:00750836	Bifidobacterium animalis	1550045
DRON:00750839	dinutuximab	1606274
DRON:00750841	omega-3 carboxylic acids	1652071
DRON:00750846	alirocumab	1659152
DRON:00750850	evolocumab	1665684
DRON:00750854	factor IX complex	1670383
DRON:00750856	patiromer	1716203
DRON:00750858	irinotecan liposomal	1719768
DRON:00750859	asfotase alfa	1720259
DRON:00750861	anthrax immune globulin	1722336
DRON:00750863	elotuzumab	1726104
DRON:00750864	sebelipase alfa	1726975
DRON:00750870	sarolaner	1740360
DRON:00750871	ixekizumab	1745099
DRON:00750872	reslizumab	1746889
DRON:00750873	obiltoxaximab	1746906
DRON:00750876	atezolizumab	1792776
DRON:00750877	Cistus monspeliensis whole extract	1745252
DRON:00754297	methyl lactate, L-	1431993
DRON:00754298	PEG-200 hydrogenated glyceryl palmate	1552360
DRON:00754299	acetylated lanolin	1789515
DRON:00754300	silica, trimethylsilyl capped	1790287
DRON:00756367	diisooctyl adipate	1794890
DRON:00756592	glyceryl caprylate	1307152
DRON:00756593	hypromellose 2910 (10000 MPA.S)	1437983
DRON:00759070	Echium plantagineum seed oil	1305635
DRON:00759071	isodecyl neopentanoate	1307092
DRON:00759072	Lonicera caprifolium flower extract	1307960
DRON:00759073	Cardiospermum halicacabum flowering top extract	1309968
DRON:00759074	PEG-25 hydrogenated castor oil	1356139
DRON:00759075	Backhousia citriodora leaf extract	1367123
DRON:00759076	silica dimethyl silylate	1426646
DRON:00759077	polyquaternium-10 (125 MPA.S at 2%)	1429395
DRON:00759078	polyquaternium-10 (1000 MPA.S at 2%)	1486717
DRON:00759079	Kakadu plum extract	1598581
DRON:00759080	Allium fistulosum bulb extract	1599142
DRON:00759081	palmitoyl hexapeptide-12	1732116
DRON:00761789	hydroxypropyl cellulose, unspecified	1804020
DRON:00763725	immunoglobulin G	5666
DRON:00763726	Aspergillus niger allergenic extract	1742530
DRON:00763727	eteplirsen	1810569
DRON:00763728	vonicog alfa	1812589
DRON:00767222	bezlotoxumab	1855048
DRON:00767224	hydroxypropyl cellulose (type H)	1811461
DRON:00769184	levomefolate	1592257
DRON:00769185	alexitol	644634
DRON:00769187	(2-carbethoxyethyl)diethoxy(methyl)silane	1314258
DRON:00769188	Orchis mascula flower extract	1551309
DRON:00769189	PEG-150 dilaurate	1857718
DRON:00771101	nusinersen	1863556
DRON:00771103	polyquaternium-37 (25000 MPA.S)	1372567
DRON:00775037	influenza A virus (H5N1) antigen	1804260
DRON:00775038	grapiprant	1862951
DRON:00775039	laponite	1314219
DRON:00775040	PEG-12 dimethicone (300 CST)	1367152
DRON:00775041	poloxamer 181	1371947
DRON:00780947	brodalumab	1872251
DRON:00780948	telotristat ethyl	1872441
DRON:00780949	plecanatide	1873752
DRON:00780950	methylchloroisothiazolinone/methylisothiazolinone mixture	1862287
DRON:00780951	trisodium sulfosuccinate	1867700
DRON:00784476	1,1-difluoroethane	1305515
DRON:00784477	low-substituted hydroxypropyl cellulose (11% hydroxypropyl; 130000 MW)	1872042
DRON:00786320	PEG-10 rapeseed sterol	1307700
DRON:00786321	Chlorella vulgaris extract	1370784
DRON:00786322	ethylcellulose (50 MPA.S)	1739984
DRON:00789748	avelumab	1875534
DRON:00789749	ocrelizumab	1876366
DRON:00789750	deutetrabenazine	1876905
DRON:00789752	brigatinib	1921217
DRON:00789755	sarilumab	1923319
DRON:00789756	polyglyceryl-3 distearate	1367498
DRON:00791692	Lacticaseibacillus casei	1592255
DRON:00791693	cerliponase	1922437
DRON:00793496	delafloxacin	1927663
DRON:00793498	guselkumab	1928588
DRON:00793499	voxilaprevir	1939323
DRON:00793501	glecaprevir	1940635
DRON:00793502	pibrentasvir	1940636
DRON:00793504	inotuzumab ozogamicin	1942950
DRON:00793505	hydroxyoctacosanyl hydroxystearate	1367169
DRON:00793506	hydrogenated tallow acid	1425354
DRON:00793507	poly(methyl methacrylate; 450000 MW)	1433496
DRON:00793508	palmitoyl tripeptide-1	1722914
DRON:00793509	lexidronam	1926935
DRON:00799157	Geranium maculatum root oil	1487505
DRON:00799158	methoxy PEG-22/dodecyl glycol polymer	1940007
DRON:00799159	PEG-45/dodecyl glycol copolymer	1940010
DRON:00800935	vaborbactam	1945213
DRON:00800936	isocetyl stearate	1313240
DRON:00800937	PEG-200 dilaurate	1314191
DRON:00800938	polyquaternium-10 (30000 MPA.S at 2%)	1428215
DRON:00800939	polyhydroxystearic acid	1872909
DRON:00803385	abemaciclib	1946825
DRON:00803387	varicella zoster virus glycoprotein E	1986821
DRON:00803389	letermovir	1988648
DRON:00803390	benralizumab	1989100
DRON:00803391	collagen, soluble, fish skin	1368163
DRON:00805111	capromorelin	1986787
DRON:00805112	axicabtagene ciloleucel	1987398
DRON:00805114	kukui nut oil	1309364
DRON:00805115	Tussilago farfara flower extract	1309480
DRON:00805117	ferric ammonium ferrocyanide	1426442
DRON:00807838	vestronidase alfa	1989819
DRON:00807839	emicizumab	1989794
DRON:00807841	netarsudil	1992864
DRON:00807843	voretigene neparvovec	1995537
DRON:00807844	silodrate	1373351
DRON:00807845	dimethyl lauramine oleate	1993216
DRON:00814521	apalutamide	1999574
DRON:00814522	hydroxyethyl cellulose (1800 MPA.S at 2%)	1376452
DRON:00816343	tezacaftor	1999382
DRON:00816345	raspberry extract	1370769
DRON:00816346	disodium laureth-12 sulfosuccinate	1871182
DRON:00816347	FD&C red no. 4 free acid	1999761
DRON:00817877	papaya extract	1992412
DRON:00817878	toldimfos	2001181
DRON:00817879	amphotericin B lipid complex	2001759
DRON:00817880	rabacfosadine	2003595
DRON:00817881	glucose-6-phosphate	1541246
DRON:00817882	gellan gum (high acyl)	2001326
DRON:00817883	glyceryl rosinate	1928891
DRON:00819887	ibalizumab	2043283
DRON:00819888	fostamatinib	2044896
DRON:00819889	andexanet alfa	2045114
DRON:00819890	erenumab	2045613
DRON:00819891	distearyl phthalamic acid	1312560
DRON:00819893	polyethylene oxide 2000000	2044901
DRON:00822972	ribociclib	1873916
DRON:00822973	abaloparatide	1921069
DRON:00822974	pegvaliase	2046360
DRON:00822975	sodium zirconium cyclosilicate	2047628
DRON:00822976	Melaleuca alternifolia flowering top extract	1435096
DRON:00825215	burosumab	2043855
DRON:00825216	avatrombopag	2045726
DRON:00825220	bis-PEG-18 methyl ether dimethyl silane	1314269
DRON:00825221	Rheum palmatum root extract	1436168
DRON:00825222	Rheum palmatum whole extract	1442704
DRON:00825223	dimethicone crosspolymer (450000 MPA.S at 12% in cyclopentasiloxane)	1607313
DRON:00825224	Phymatolithon calcareum preparation	1731724
DRON:00825226	low-substituted hydroxypropyl cellulose (11% hydroxypropyl; 120000 MW)	1918320
DRON:00827255	Aspergillus nidulans allergenic extract	1368357
DRON:00827257	iobenguane I-131	2053281
DRON:00827258	tildrakizumab	2053436
DRON:00827260	fish oil (containing omega-3 acids)	2053495
DRON:00827262	ethylene distearamide	1655222
DRON:00827263	hydroxypropyl cellulose (1600000 WAMW)	2048727
DRON:00829147	mogamulizumab	2054068
DRON:00829148	stiripentol	2054968
DRON:00829149	doravirine	2055755
DRON:00831728	encorafenib	2049106
DRON:00831730	tecovirimat	2055104
DRON:00831731	lanadelumab	2055641
DRON:00831732	damoctocog alfa pegol	2055655
DRON:00831733	fremanezumab	2056691
DRON:00831734	black carpenter ant allergenic extract	2057909
DRON:00831735	galcanezumab	2058846
DRON:00831737	cemiplimab	2058826
DRON:00831738	duvelisib	2058509
DRON:00831739	sarecycline	2059018
DRON:00831740	amikacin liposomal	2059180
DRON:00831741	elapegademase	2059219
DRON:00831743	inotersen	2099289
DRON:00831744	moxetumomab pasudotox	2099295
DRON:00831745	Mentha piperita extract	1334930
DRON:00831747	crospovidone (12 MPA.S at 5%)	1667764
DRON:00831748	sodium formaldehyde sulfoxylate	289996
DRON:00834965	Penicillium digitatum allergenic extract	1427044
DRON:00834966	American lobster allergenic extract	1997187
DRON:00834967	alpha-bisabolol, (+)-	1487162
DRON:00834969	hydroxypropyl cellulose (70000 WAMW)	2099291
DRON:00837841	Amaranthus hybridus pollen extract	1363561
DRON:00837842	picosulfurate	1546458
DRON:00837843	plazomicin	2049549
DRON:00837844	baloxavir marboxil	2099995
DRON:00837845	Eurotium amstelodami allergenic extract	2101329
DRON:00837846	Crotalidae immune F(ab')2	2101271
DRON:00837847	Gliocladium viride allergenic extract	2101353
DRON:00837848	Mucor circinelloides f. circinelloides allergenic extract	2101422
DRON:00837849	Mucor circinelloides f. lusitanicus allergenic extract	2101473
DRON:00837850	Trifolium pratense pollen extract	2102052
DRON:00837851	brazil nut whole allergenic extract	2102473
DRON:00837852	black sea bass allergenic extract	2102474
DRON:00837853	channel catfish allergenic extract	2102475
DRON:00837854	field mushroom allergenic extract	2102477
DRON:00837855	lettuce whole allergenic extract	2102479
DRON:00837856	banana fruit allergenic extract	2102480
DRON:00837857	northern brown shrimp allergenic extract	2102481
DRON:00837858	Pacific ocean perch allergenic extract	2102486
DRON:00837859	revefenacin	2102775
DRON:00837860	chocolate cacao bean allergenic extract	2102821
DRON:00837861	white mustard seed allergenic extract	2102844
DRON:00837863	southern flounder allergenic extract	2103223
DRON:00837864	sea scallop allergenic extract	2103230
DRON:00837865	brown rice allergenic extract	2103236
DRON:00837866	eastern oyster allergenic extract	2103250
DRON:00837867	Baccharis sarothroides whole allergenic extract	2104198
DRON:00837868	larotrectinib	2105628
DRON:00837871	hydroxypropyl cellulose (90000 WAMW)	2055269
DRON:00837873	butyl alcohol	1310579
DRON:00841114	patisiran	2053490
DRON:00841115	Fusarium moniliforme antigen	2101340
